FioriId;AppName;Link;MainServiceName;ServiceUri;ODataVersion;SEGWProject;ProgrammingModel;BusinessEntity;FPM_Extended
F0247;MonitorMaterialCoverage-NetSegments;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0247;PP_MRP_COCKPIT_SRV;/sap/opu/odata/sap/PP_MRP_COCKPIT_SRV;2.0;PP_MRP_COCKPIT;N/A;;N/A
F0247A;MonitorMaterialCoverage(Version2);https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0247A;PP_MRP_MATERIAL_COVERAGE_SRV;/sap/opu/odata/sap/PP_MRP_MATERIAL_COVERAGE_SRV;2.0;PP_MRP_MATERIAL_COVERAGE;RAP;C_MaterialCoverage;Yes
F0250;ManageExternalRequirements;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0250;PP_MRP_COCKPIT_SRV;/sap/opu/odata/sap/PP_MRP_COCKPIT_SRV;2.0;PP_MRP_COCKPIT;N/A;;N/A
F0251;ManageMaterialCoverage;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0251;PP_MRP_COCKPIT_SRV;/sap/opu/odata/sap/PP_MRP_COCKPIT_SRV;2.0;PP_MRP_COCKPIT;N/A;;N/A
F0263;MonitorInternalRequirements;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0263;PP_MRP_COCKPIT_SRV;/sap/opu/odata/sap/PP_MRP_COCKPIT_SRV;2.0;PP_MRP_COCKPIT;N/A;;N/A
F0266;MonitorProductionOrdersorProcessOrders;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0266;PP_MRP_COCKPIT_SRV;/sap/opu/odata/sap/PP_MRP_COCKPIT_SRV;2.0;PP_MRP_COCKPIT;N/A;;N/A
F0270;ManageInternalRequirements;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0270;PP_MRP_COCKPIT_SRV;/sap/opu/odata/sap/PP_MRP_COCKPIT_SRV;2.0;PP_MRP_COCKPIT;N/A;;N/A
F0273;ManageProductionOrdersorProcessOrders;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0273;PP_MRP_COCKPIT_SRV;/sap/opu/odata/sap/PP_MRP_COCKPIT_SRV;2.0;PP_MRP_COCKPIT;N/A;;N/A
F0284;ConfirmProjectTasks;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0284;PPM_PROTSK_CNF;/sap/opu/odata/sap/PPM_PROTSK_CNF;2.0;PPM_PROTSK_CNF;N/A;;N/A
F0286A;Milestone;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0286A;PS_MILESTONE_OVW_SRV;/sap/opu/odata/sap/PS_MILESTONE_OVW_SRV;2.0;PS_MILESTONE_OVW;RAP;C_MilestoneWithVersion;Yes
F0288A;Network(S/4HANA);https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0288A;PS_PROJNETWORK_OVERV_SRV;/sap/opu/odata/sap/PS_PROJNETWORK_OVERV_SRV;2.0;PS_PROJNETWORK_OVERVIEW;RAP;C_ProjNetworkWithVersion;Yes
F0289A;NetworkActivity(S/4HANA);https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0289A;PS_NTWKACTY_OVW_SRV;/sap/opu/odata/sap/PS_NTWKACTY_OVW_SRV;2.0;PS_NTWKACTY_OVW;RAP;C_NetworkActivityWithVersion;Yes
F0290A;ProjectDefinition(S/4HANA);https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0290A;PS_PROJECT_OVERV_SRV;/sap/opu/odata/sap/PS_PROJECT_OVERV_SRV;2.0;PS_PROJECT_OVERVIEW;RAP;C_ProjectWithVersion;Yes
F0291A;WBSElement(S/4HANA);https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0291A;PS_WBSELEMENT_OVW_SRV;/sap/opu/odata/sap/PS_WBSELEMENT_OVW_SRV;2.0;PS_WBSELEMENT_OVW;RAP;C_WBSElementWithVersion;Yes
F0292;ChangeWBSElementStatus;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0292;PS_WBSELEMENTSTATUSCHANGE_SRV;/sap/opu/odata/sap/PS_WBSELEMENTSTATUSCHANGE_SRV;2.0;PS_WBSELEMENTSTATUSCHANGE;N/A;;N/A
F0295;ConfirmProjectMilestone;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0295;PS_MILESTONE_CONFIRM;/sap/opu/odata/sap/PS_MILESTONE_CONFIRM;2.0;PS_MILESTONE_CONFIRM;N/A;;N/A
F0296;ConfirmNetworkActivity;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0296;PS_ACTIVITY_CONFIRM;/sap/opu/odata/sap/PS_ACTIVITY_CONFIRM;2.0;PS_ACTIVITY_CONFIRM;N/A;;N/A
F0309A;InspectionPoint(S/4HANA);https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0309A;QM_INSPSUBSET_MANAGE_SRV;/sap/opu/odata/sap/QM_INSPSUBSET_MANAGE_SRV;2.0;QM_INSPSUBSET_MANAGE;RAP;C_InspectionSubset;No
F0311A;InspectionMethod(S/4HANA);https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0311A;QM_INSPMETHOD_OBJECTPAGE_SRV;/sap/opu/odata/sap/QM_INSPMETHOD_OBJECTPAGE_SRV;2.0;QM_INSPMETHOD_OBJECTPAGE;BOPF;I_InspectionMethodVersionTP;Yes
F0333A;AllocationTable(S/4HANA);https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0333A;RFM_ALLOC_TABLE_OP_SRV;/sap/opu/odata/sap/RFM_ALLOC_TABLE_OP_SRV;2.0;RFM_ALLOC_TABLE_OP;RAP;C_AllocationTableObjPg;No
F0335A;Site(S/4HANA);https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0335A;RFM_SITE_OP_SRV;/sap/opu/odata/sap/RFM_SITE_OP_SRV;2.0;RFM_SITE_OP;RAP;C_SiteObjPg;No
F0337;ManagePurchasingCategories;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0337;C_PURCHASINGCAT_FS_SRV;/sap/opu/odata/sap/C_PURCHASINGCAT_FS_SRV;2.0;C_PURCHASINGCATEGORY_FS;RAP;C_PurchasingCategoryFs;Yes
F0338A;MaterialMaster;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0338A;MD_PRODUCT_FS_SRV;/sap/opu/odata/sap/MD_PRODUCT_FS_SRV;2.0;;RAP;C_Product_Fs;No
F0348;PurchaseOrder;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0348;C_PURCHASEORDER_FS_SRV;/sap/opu/odata/sap/C_PURCHASEORDER_FS_SRV;2.0;C_PURCHASEORDER_FS;RAP;C_PurchaseOrderFs;No
F0348A;PurchaseOrder(Version2);https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0348A;C_PURCHASEORDER_FS_SRV;/sap/opu/odata/sap/C_PURCHASEORDER_FS_SRV;2.0;C_PURCHASEORDER_FS;RAP;C_PurchaseOrderFs;No
F0349;PurchaseRequisitionItem;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0349;C_PURREQUISITIONITEM_FS_SRV;/sap/opu/odata/sap/C_PURREQUISITIONITEM_FS_SRV;2.0;C_PURREQUISITIONITEM_FS;RAP;C_PurRequisitionItemFs;Yes
F0349A;PurchaseRequisitionItem(Version2);https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0349A;C_PURREQUISITIONITEM_FS_SRV;/sap/opu/odata/sap/C_PURREQUISITIONITEM_FS_SRV;2.0;C_PURREQUISITIONITEM_FS;RAP;C_PurRequisitionItemFs;Yes
F0350A;PurchaseContract(S/4HANA);https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0350A;C_CONTRACT_FS_SRV;/sap/opu/odata/sap/C_CONTRACT_FS_SRV;2.0;C_CONTRACT_FS;RAP;C_ContractFs;No
F0351;PurchasingInfoRecord;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0351;C_PURGINFORECORD_FS_SRV;/sap/opu/odata/sap/C_PURGINFORECORD_FS_SRV;2.0;C_PURGINFORECORD_FS;RAP;C_PurgInfoRecordFs;No
F0351A;PurchasingInfoRecord(Version2);https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0351A;C_PURGINFORECORD_FS_SRV;/sap/opu/odata/sap/C_PURGINFORECORD_FS_SRV;2.0;C_PURGINFORECORD_FS;RAP;C_PurgInfoRecordFs;No
F0354;Supplier;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0354;C_SUPPLIER_FS_SRV;/sap/opu/odata/sap/C_SUPPLIER_FS_SRV;2.0;C_SUPPLIER_FS;RAP;C_SupplierFs;Yes
F0366;MySpend(Version2);https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0366;FCO_MS_SPEND_SRV;/sap/opu/odata/sap/FCO_MS_SPEND_SRV;2.0;;N/A;;N/A
F0368;MyUnusualItems;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0368;fco_mu_srv;/sap/opu/odata/sap/fco_mu_srv;2.0;;N/A;;N/A
F0379A;ManagePhysicalInventoryDocuments;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0379A;MM_IM_PHYS_INV_DOC_SRV;/sap/opu/odata/sap/MM_IM_PHYS_INV_DOC_SRV;2.0;MM_IM_PHYS_INV_DOC;RAP;C_PhysInvtryDocHdrObjPage;Yes
F0380;ProcessCollectionsWorklist;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0380;UDMO_COLLECTION_WORKLIST;/sap/opu/odata/sap/UDMO_COLLECTION_WORKLIST;2.0;UDMO_COLLECTION_WORKLIST;N/A;;N/A
F0400A;MyInbox-ApprovePurchaseContracts;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0400A;TASKPROCESSING;/sap/opu/odata/IWPGW/TASKPROCESSING;2.0;;N/A;;N/A
F0401A;MyInbox-ApprovePurchaseRequisitions;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0401A;TASKPROCESSING;/sap/opu/odata/IWPGW/TASKPROCESSING;2.0;;N/A;;N/A
F0402A;MyInbox-ApprovePurchaseOrder;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0402A;TASKPROCESSING;/sap/opu/odata/IWPGW/TASKPROCESSING;2.0;;N/A;;N/A
F0410A;MyInbox-ApproveTravelExpenses;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0410A;TASKPROCESSING;/sap/opu/odata/IWPGW/TASKPROCESSING;2.0;;N/A;;N/A
F0411A;MyInbox-ApproveTravelRequests;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0411A;TASKPROCESSING;/sap/opu/odata/IWPGW/TASKPROCESSING;2.0;;N/A;;N/A
F0431;LookUpRetailProducts;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0431;RETAILSTORE_PRODUCT_LKP_SRV;/sap/opu/odata/sap/RETAILSTORE_PRODUCT_LKP_SRV;2.0;RETAILSTORE_PRODUCT_LKP;N/A;;N/A
F0433;WorkloadManagement-Claims;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0433;ICL_WORKLOAD_MANAGEMENT;/sap/opu/odata/sap/ICL_WORKLOAD_MANAGEMENT;2.0;ICL_WORKLOAD_MANAGEMENT;N/A;;N/A
F0510A;MonitorArchivingJobs;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0510A;ILM_JOB_MONITOR_SERVICE;/sap/opu/odata/sap/ILM_JOB_MONITOR_SERVICE;2.0;;N/A;;N/A
F0539;ChangeNetworkActivityStatus;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0539;PS_NTWKACTVTSTATCHG_SRV;/sap/opu/odata/sap/PS_NTWKACTVTSTATCHG_SRV;2.0;PS_NETWORKACTIVITYSTATUSCHANGE;N/A;;N/A
F0540A;ProductComponent;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0540A;PS_PROJ_MAT_COMPONENT_SRV;/sap/opu/odata/sap/PS_PROJ_MAT_COMPONENT_SRV;2.0;PS_PROJ_MATERIAL_COMPONENT_OVW;RAP;C_ProjMatComponentWithVersion;Yes
F0545A;MyInbox-ApproveSupplierInvoice;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0545A;TASKPROCESSING;/sap/opu/odata/IWPGW/TASKPROCESSING;2.0;;N/A;;N/A
F0547A;MyPurchasingDocumentItems(S/4HANA);https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0547A;ME2STAR_OD_SRV;/sap/opu/odata/sap/ME2STAR_OD_SRV;2.0;ME2STAR_ODATA;N/A;;N/A
F0576A;RecipeFinder(S/4HANA);https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0576A;PLMI_RECIPE_FINDER;/sap/opu/odata/sap/PLMI_RECIPE_FINDER;2.0;PLMI_RECIPE_FINDER;N/A;;N/A
F0586;AdjustStock;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0586;RETAILSTORE_STOCK_CORR_SRV;/sap/opu/odata/sap/RETAILSTORE_STOCK_CORR_SRV;2.0;RETAILSTORE_STOCK_COR;N/A;;N/A
F0593;ManagePaymentBlocks;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0593;FAP_MANAGE_PAYMENT_BLOCKS_SRV;/sap/opu/odata/sap/FAP_MANAGE_PAYMENT_BLOCKS_SRV;2.0;FAP_MANAGE_PAYMENT_BLOCKS;N/A;;N/A
F0617A;ManageDataAgingGroups(Version2);https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0617A;DAAG_MONOBJ;/sap/opu/odata/sap/DAAG_MONOBJ;2.0;DAAG_MONOBJ;N/A;;N/A
F0618A;MonitorDataAgingObjects(Version2);https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0618A;DAAG_MONOBJ;/sap/opu/odata/sap/DAAG_MONOBJ;2.0;DAAG_MONOBJ;N/A;;N/A
F0627A;ManageArchivingVariants;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0627A;ILM_ARCH_VARIANT_DIST_SERVICE;/sap/opu/odata/sap/ILM_ARCH_VARIANT_DIST_SERVICE;2.0;;N/A;;N/A
F0670;ManageChangeRequests;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0670;PP_MRP_COCKPIT_SRV;/sap/opu/odata/sap/PP_MRP_COCKPIT_SRV;2.0;PP_MRP_COCKPIT;N/A;;N/A
F0671;WorkloadManagement-Tasks;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0671;ICL_WLM_TASKS;/sap/opu/odata/sap/ICL_WLM_TASKS;2.0;ICL_WLM_TASKS;N/A;;N/A
F0673;ApproveBankPayments;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0673;FAP_BANKPAYMENTAPPROVAL;/sap/opu/odata/SAP/FAP_BANKPAYMENTAPPROVAL;2.0;;N/A;;N/A
F0673A;ApproveBankPayments(Version2);https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0673A;FAP_APPROVEBANKPAYMENTS_SRV;/sap/opu/odata/sap/FAP_APPROVEBANKPAYMENTS_SRV;2.0;FAP_APPROVEBANKPAYMENTS;BOPF;I_AbpPaymentBatchTP;Yes
F0691;MakeBankTransfers;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0691;FCLM_CASH_BANKTRANSFER_SRV;/sap/opu/odata/sap/FCLM_CASH_BANKTRANSFER_SRV;2.0;FCLM_CASH_BANKTRANSFER;BOPF;I_MakeBankTransferTP;Yes
F0692;TrackBankTransfers;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0692;FCLM_CP_TRACK_SRV;/sap/opu/odata/sap/FCLM_CP_TRACK_SRV;2.0;;N/A;;N/A
F0700;CorrectionRequest;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0700;FCO_CORE_SRV;/sap/opu/odata/sap/FCO_CORE_SRV;2.0;;N/A;;N/A
F0701;DisplaySupplierBalances;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0701;FAP_VENDOR_BALANCE_SRV;/sap/opu/odata/sap/FAP_VENDOR_BALANCE_SRV;2.0;FAP_VENDOR_BALANCE;N/A;;N/A
F0702;ManageDisputeCases;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0702;UDMO_MANAGE_DISPUTES_SRV;/sap/opu/odata/sap/UDMO_MANAGE_DISPUTES_SRV;2.0;UDMO_MANAGE_DISPUTES;N/A;;N/A
F0703;DisplayCustomerBalances;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0703;FAR_CUST_BALANCE_SRV;/sap/opu/odata/sap/FAR_CUST_BALANCE_SRV;2.0;FAR_CUSTOMER_BALANCE;N/A;;N/A
F0707;DisplayG/LAccountBalances;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0707;FAC_GL_ACCOUNT_BALANCE_SRV;/sap/opu/odata/sap/FAC_GL_ACCOUNT_BALANCE_SRV;2.0;FAC_GL_ACCOUNT_BALANCE;N/A;;N/A
F0708;BalanceSheet/IncomeStatement;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0708;FAC_FINANCIAL_STATEMENT_SRV;/sap/opu/odata/sap/FAC_FINANCIAL_STATEMENT_SRV;2.0;FAC_FINANCIAL_STATEMENT;N/A;;N/A
F0711;ManageCustomerLineItems;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0711;FAR_CUSTOMER_LINE_ITEMS;/sap/opu/odata/sap/FAR_CUSTOMER_LINE_ITEMS;2.0;FAR_CUSTOMER_LINE_ITEMS;N/A;;N/A
F0712;ManageSupplierLineItems;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0712;FAP_VENDOR_LINE_ITEMS_SRV;/sap/opu/odata/sap/FAP_VENDOR_LINE_ITEMS_SRV;2.0;FAP_VENDOR_LINE_ITEMS;N/A;;N/A
F0714A;ManageFunds;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0714A;ODATA_FM_FUND_MANAGE_SRV;/sap/opu/odata/sap/ODATA_FM_FUND_MANAGE_SRV;2.0;ODATA_FM_FUND_MANAGE;BOPF;I_FundTP;No
F0715A;FundGroup360°View;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0715A;ODATA_FM_FUND_GROUP_OBJ_SRV;/sap/opu/odata/sap/ODATA_FM_FUND_GROUP_OBJ_SRV;2.0;ODATA_FM_FUND_GROUP_OBJ;RAP;C_Fundgroup_Objp;No
F0717;ManageJournalEntries;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0717;FAC_FINANCIAL_DOCUMENT_SRV_01;/sap/opu/odata/sap/FAC_FINANCIAL_DOCUMENT_SRV_01;2.0;FAC_FINANCIAL_DOCUMENT;N/A;;N/A
F0718;PostGeneralJournalEntries;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0718;FAC_GL_DOCUMENT_POST_SRV;/sap/opu/odata/sap/FAC_GL_DOCUMENT_POST_SRV;2.0;;N/A;;N/A
F0722A;ManageFundsCenters;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0722A;ODATA_FM_FUNDS_CTR_MANAGE_SRV;/sap/opu/odata/sap/ODATA_FM_FUNDS_CTR_MANAGE_SRV;2.0;ODATA_FM_FUNDS_CTR_MANAGE;BOPF;I_FundsCenterTP;No
F0723A;ManageBudgetPeriods;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0723A;ODATA_FM_BUDGET_PERIOD_MANAGE_SRV;/sap/opu/odata/sap/ODATA_FM_BUDGET_PERIOD_MANAGE_SRV;2.0;ODATA_FM_BUDGET_PERIOD_MANAGE;BOPF;I_BudgetPeriodTP;No
F0724A;FundsCenterGroup360°View;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0724A;ODATA_FM_FUNDS_CENTERGROUP_OBJ_SRV;/sap/opu/odata/sap/ODATA_FM_FUNDS_CENTERGROUP_OBJ_SRV;2.0;ODATA_FM_FUNDS_CENTERGROUP_OBJ;RAP;C_Fundscentergroup_Objp;No
F0725A;BudgetPeriodGroup360°View;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0725A;ODATA_FM_BUDGET_PRD_GRP_OBJ_SRV;/sap/opu/odata/sap/ODATA_FM_BUDGET_PRD_GRP_OBJ_SRV;2.0;ODATA_FM_BUDGET_PRD_GRP_OBJ;RAP;C_BudgetPeriodGroup_Objp;No
F0726A;ManageCommitmentItems;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0726A;ODATA_FM_COMMITMNT_ITEM_MANAGE_SRV;/sap/opu/odata/sap/ODATA_FM_COMMITMNT_ITEM_MANAGE_SRV;2.0;ODATA_FM_COMMITMNT_ITEM_MANAGE;BOPF;I_CommitmentItemTP;No
F0727A;FunctionalAreaGroup360°View;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0727A;ODATA_FM_FUCTIONL_AREA_GRP_OBJ_SRV;/sap/opu/odata/sap/ODATA_FM_FUCTIONL_AREA_GRP_OBJ_SRV;2.0;ODATA_FM_FUCTIONL_AREA_GRP_OBJ;RAP;C_Functionalareagroup_Objp;No
F0728A;ManageFunctionalAreas;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0728A;ODATA_FM_FUNC_AREA_MANAGE_SRV;/sap/opu/odata/sap/ODATA_FM_FUNC_AREA_MANAGE_SRV;2.0;ODATA_FM_FUNC_AREA_MANAGE;BOPF;I_FundsMgmtFunctionalAreaTP;No
F0729A;FundedProgramGroup360°View;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0729A;ODATA_FM_FUNDEDPROGRAM_GRP_OBJ_SRV;/sap/opu/odata/sap/ODATA_FM_FUNDEDPROGRAM_GRP_OBJ_SRV;2.0;ODATA_FM_FUNDEDPROGRAM_GRP_OBJ;RAP;C_Fundedprogramgrp_Objp;No
F0730A;CommitmentItemGroup360°View;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0730A;ODATA_FM_COMMITMT_ITM_GRP_OBJP_SRV;/sap/opu/odata/sap/ODATA_FM_COMMITMT_ITM_GRP_OBJP_SRV;2.0;ODATA_FM_COMMITMT_ITM_GRP_OBJP;RAP;C_CommitmentItemGroup_Objp;No
F0731A;ManageG/LAccountMasterData(Version2);https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0731A;FAC_MANAGE_GLACCOUNT_SRV;/sap/opu/odata/sap/FAC_MANAGE_GLACCOUNT_SRV;2.0;FAC_MANAGE_GLACCOUNT;BOPF;I_GLAcctInChtAcctsTP;No
F0735;CheckCashFlowItems;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0735;FCLM_CP_PAYMENTDETAIL_SRV;/sap/opu/odata/sap/FCLM_CP_PAYMENTDETAIL_SRV;2.0;FCLM_CP_PAYMENTDETAIL;RAP;C_CashFlowItem;Yes
F0737;CashPositionDetails;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0737;CASH_DISPOSITION_SRV;/sap/opu/odata/sap/CASH_DISPOSITION_SRV;2.0;;N/A;;N/A
F0743;CreateSinglePayment;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0743;FAP_CREATE_SINGLE_PAYMENT;/sap/opu/odata/SAP/FAP_CREATE_SINGLE_PAYMENT;2.0;FAP_CREATE_SINGLE_PAYMENT;N/A;;N/A
F0744;CreateCorrespondence;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0744;FI_CORRESPONDENCE_SRV;/sap/opu/odata/sap/FI_CORRESPONDENCE_SRV;2.0;FI_CORRESPONDENCE;N/A;;N/A
F0752;OrderProducts;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0752;RETAILSTORE_ORDER_PRODUCT_SRV;/sap/opu/odata/sap/RETAILSTORE_ORDER_PRODUCT_SRV;2.0;RETAILSTORE_ORDER_PRODUCT;N/A;;N/A
F0753;TransferStock;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0753;RETAILSTORE_TRF_STOCK_SRV;/sap/opu/odata/sap/RETAILSTORE_TRF_STOCK_SRV;2.0;RETAILSTORE_TRF_STOCK;N/A;;N/A
F0763;DisplayChartofAccounts;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0763;?sap-documentation=all;/sap/opu/odata/sap/FAC_CHART_OF_ACCOUNTS_SRV/?sap-documentation=all;2.0;;N/A;;N/A
F0763A;ManageChartofAccounts;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0763A;FAC_MAINT_CHART_OF_ACCOUNTS_SRV;/sap/opu/odata/sap/FAC_MAINT_CHART_OF_ACCOUNTS_SRV;2.0;FAC_MAINT_CHART_OF_ACCOUNTS;N/A;;N/A
F0770;ManageAutomaticPayments;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0770;FAP_SCHEDULE_PAYMENT_PROPOSAL;/sap/opu/odata/SAP/FAP_SCHEDULE_PAYMENT_PROPOSAL;2.0;FAP_SCHEDULE_PAYMENT_PROPOSAL;N/A;;N/A
F0771;RevisePaymentProposals;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0771;FAP_REVISE_PAYMENT_PROPOSAL;/sap/opu/odata/SAP/FAP_REVISE_PAYMENT_PROPOSAL;2.0;FAP_REVISE_PAYMENT_PROPOSAL;N/A;;N/A
F0773;ClearIncomingPayments;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0773;FAR_MANUAL_CLEARING_SRV;/sap/opu/odata/sap/FAR_MANUAL_CLEARING_SRV;2.0;;N/A;;N/A
F0775A;ManageFundedPrograms;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0775A;ODATA_FM_FUNDED_PROGRAM_MANAGE_SRV;/sap/opu/odata/sap/ODATA_FM_FUNDED_PROGRAM_MANAGE_SRV;2.0;ODATA_FM_FUNDED_PROGRAM_MANAGE;BOPF;I_FundedProgramTP;No
F0776;MyCourses;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0776;PIQ_COURSE_REG_DETAILS_SRV;/sap/opu/odata/sap/PIQ_COURSE_REG_DETAILS_SRV;2.0;PIQ_COURSE_REG_DETAILS;N/A;;N/A
F0789;MyResults;https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/?appId=F0789;PIQ_COURSE_RESULTS_SRV;/sap/opu/odata/sap/PIQ_COURSE_RESULTS_SRV;2.0;PIQ_COURSE_RESULTS;N/A;;N/A
